,artist,title,album,decade,year,date,lyric
24,Beastie Boys,What Comes Around,Pauls Boutique,80s,1989,1985-Jul-25,overripe fresh skeezed california females with inch cherry red press on lee nails reach into my mind for the rhymes im seeking like a garbage bag full overflowing now its leaking rapunzel rapunzel let down your hair so i can climb up and get into your underwear you rat soup eating test cheating no business punk youre insecure born in the junkyard with the junk youve gone wet look crazy and messed with your head you fucked around and wound up with the bald skin head youre all mixed up like pasta primavera yo whyd you throw that chair at geraldo rivera man cause one mans ceiling is another mans floor so get that money out of your ass you whore well i brought her upstairs onto the roof i dogged your wife and she is a doofus so what goes around comes around and what goes around comes around what goes around comes around and what comes around goes around chosen bound fully down feeling down yo holmes your nose is brown clean b cleaning the g spot you know that weve got the dolemites house and you have not look out my window look over the city with two black eyes your girl aint that pretty why you wanna beat that brat with a bat why you wanna treat your girl like that living in the rat race smoking rat weed well you reap what you sow when you plant the seed bum cheese on rye with ham and prosciutto got more louie than phillip rizzuto what goes around comes around and what goes around comes around what goes around comes around and what comes around goes around what goes around comes around and what goes around inevitability comes around what and what goes around comes around what goes around you know it comes around what check it check it check it what what what what funky damn a funky pam pam pam pam bam bam bam fd in the house yall funky funky funky funky f funky bam bam bam bam fd funky funky fd funky funky fuck it ah everybody funky pam bam bam bam slam alabama and kick it al a fucking bama i slam a saki hammer and chilling funky like penicillin funky like panasaursas funky doris the finkasaurus ha he ha ha ha
25,Beastie Boys,Shadrach,Pauls Boutique,80s,1989,1985-Jul-25,riddle me this my brother can you handle it your style to my style you cant hold a candle to it equinox symmetry and the balance is right smokin and drinkin on a tuesday night its not how you play the game its how you win it i cheat and steal and sin and im a cynic for those about to rock we salute you the dirty thoughts for dirty minds we contribute to i once was lost but now im found the music washes over and youre one with the sound well who shall inherit the earth the meek shall and yo i think im starting to peak now al and the man upstairs well i hope that he cares if i had a penny for my thoughts id be a millionaire were just three emcees and were on the go shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach only hours in a day only notes well a man can play music for all but not just one people and now were gonna bust with the putney swope sequel more adidas sneakers than a plumbers got pliers got more suits than jacoby meyers if not for my vices and my bugged out desires my year would be good just like goodyears tires cause im out picking pockets at the atlantic antic and nobody wants to hear you because your rhymes are damn frantic i mix business with pleasure way too much you know wine and women and song and such i dont get blue i got a mean red streak you dont pay the band your friends yo thats weak get even like steven like pulling a rambo well shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach steal from the rich and im out robbing banks givin to the poor and i always give thanks because ive got more stories than jds got salinger i hold the title and you are the challenger ive got money like charles dickens ive got the girlies in the coupe like the colonels got the chickens and im always going out dapper like harry s truman im madder than mads alfred e newman well my noggin is hoggin all kinds of thoughts and adam yoggin is yauch and hes rockin of course smoke the holy chalice got my own religion rally round the stage and check the funky dope musicians like jerry lee swaggart or jerry lee falwell you love mario andretti cause he always drives his car well vicious circle of reality since the day you were born and we love the hot butter on what the popcorn sippin on wine and mackin rockin on the stage with all the hands clappin ride the wave of fate it dont ride me homes and the man upstairs well i hope that he cares if i had a penny for my thoughts id be a millionaire amps and crossovers under my rear hood because the bass is bumping from the back of my fleetwood they tell us what to do hell no shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego shadrach meshach abednego
26,Beastie Boys,Ask for Janice,Pauls Boutique,80s,1989,1985-Jul-25,the best in mens clothing call pauls boutique ask for janice the number is ah thats pauls boutique and theyre in brooklyn
27,Beastie Boys,59 Chrystie Street,Pauls Boutique,80s,1989,1985-Jul-25,theres a girl over there with long brown hair i took her to the place i threw the mattress in her face took off her shirt took off her bra took off her pants you know what i saw
28,Beastie Boys,Get On the Mic,Pauls Boutique,80s,1989,1985-Jul-25,one two right about now id like to dedicate this song out to my main homey miked aight lets kick it ready go get on the mic get get on the mic just get on the mic get on the mic mike lets be real and dont cloud the issue the rhymes are rope an emcee you must listen to people say that they been missin me and missin you get on the mic and lets show them like we used to well you say fuck that yo holmes fuck this im the king adwhammy and youre dick butkus one half science and another half soul nicknamed miked not fat morton jelly roll got busy in frisco fooled around in fresno got over on your girlie cause you know she never says no so just get on the mic just get on the mic just get on the mic get on the mic mike well miked is a special individual pullin out knots and pullin in residuals go to the movies get the rolos the cholos ridin slow and low mike on the mic and bust with the solo mike my stromy dont be so selfish get on the mic cause you know you eat shellfish
29,Beastie Boys,Stop That Train,Pauls Boutique,80s,1989,1985-Jul-25,its am ive got the hasenpfeffer ale ive got nothing to lose so im pissing on the third rail groggy eyed and fried and im headed for the station d train ride to coney island vacation this ones dedicated to the boofers in the back of the train theyll be kicking out windows high on cocaine and then i jump the turnstile i lost my last token riding between the cars pissing smoking head for the last car fluorescent light blackout policeman told my homeboy yo put that crack out you know you light up when the lights go down and then you read the new york post fulton street downtown same faces every day but you dont know their names party people going places on the d train check it trench coat wingtip going to work and youll be pullin a train like youre captain kirk pickpocket gangsters payin their debts i caught a bullet in the lung from bernhard goetz overworked and underpaid starin at the floor prostitutes spandex caught in the slide doors now youre stuck between the stations it seems like an eternity sweating like sardines in a flophouse fraternity fine for disturbing the peace the neck tortoise your lees are creased hot cup of coffee and the donuts are dunkin friday night and jamaica queens funkin elevated platform im never gonna conform riding over the diner where i always get my toast warm bust into the conductors booth and busted out rhymes over the loudspeaker about the hard times sat across from a man readin el diario riding the train down from the el barrio went from the station to orange julius i bought a hot dog from who george drakoulias
30,Beastie Boys,A Year and a Day,Pauls Boutique,80s,1989,1985-Jul-25,emcee for what i am and do the a is for adam and the lyrics true so as i pray and hope that the message is sent and i am living in the dreams that i have dreamt because im down with the three the unstoppable three me and adam and d were born to emcee and my body and soul and mind are pure not polluted or diluted or damaged beyond cure just lyrics from i to you recited arrested bailed but cuffed and indicted enter the arena as i take the center stage the lights set low and the night has come of age take the microphone in hand as i am a professional speak my knowledge to the crowd and the ed is special for i am the bard and i am the last one i am the king and this is my castle dwell in realms of now but vidi those of the past seen a glimpse from ahead and i dont think its gonna last and you can bet your ass i drop the l when im skiin im smokin and peakin i put the skis on the roof almost every single weekend cant stop the mindfuck when its rollin along cant stop the smooth running when the shits running strong broke my bindings the lion with wings preaching his words in the bboy sing i am one with myself as i turn to thee prefer the dreams to the reality i prefer my life dont need no other mans wife dont need no crazy lifestyle with stress and strife but its good to have a turn to be a king for a day or for a week or for a year or for a year and a day come what may im fishin in my boat and im fishing for trout mix the bass ale with the guinness stout fishing for a line inside my brain and looking out at the world through my window pane every day has many colors cause the glass is stained everything has changed but remains the same so once again the mirror raised and i see myself as clear as day and im going to the limits of my ultimate destiny feeling as though somebody somewhere is testing me he who sees the end from the beginning of time looking forward through all the ages is was and always shall be check the prophetic sections of the pages ez mike with the disco dave he goes by the name of the d d d disco dave disco dave disco dave disco dave disco dave disco dave disco dave disco dave disco dave disco dave disco dave
31,Beastie Boys,Hello Brooklyn,Pauls Boutique,80s,1989,1985-Jul-25,hello brooklyn new york new york its a hell of a town you know the bronx is up and im brooklyn down because they dont know my name only know my initials building bombs in the attic for elected officials i quit my job i cut my hair you know i cut my boss because i dont care you tried to get slick you bust a little chuckle youre gonna get smacked with my gold finger knuckle cause being as fly as me is something that you never thought of youll be stickin up old ladies with the handgun or the sawed off im a buffalo soldier broader than broadway keep keepin on i dont care what they say i play my stereo loud i disturb my neighbors i want to enjoy the fruits of my labor cause i am the holder of the three pack bonanza if you open the book then you will get your hand slapped i am the keeper of the three pack bonanza if you ask a question then you shall get the answer her breast i saw i reached i felt m o n e y the belt i stay at home just like a hermit i got the jammy but i dont got the permit you got a boyfriend and his name is nick annabelle caught with the shrimpy limp dick i ride around town cause my ride is fly i shot a man in brooklyn
32,Beastie Boys,Dropping Names,Pauls Boutique,80s,1989,1985-Jul-25,he thrusts his fists against the post and still insists he sees a ghost he thrusts his fists against the post and still insists he sees a ghost shes slipping through his fingers and shes moving out to the coast he thrusts his fists against the post and still insists he sees a ghost well if your world was all black and then your world was all white well then you wouldnt get much color out of life now right im nicknamed shamrock well my name is not shamus girlies on the tippy cause my homey is famous my name is not ohoulihee nor is it brian if i said that i was weak man you know id be lyin well suckers try to bite yeah then try to pursue it ya explain to a musician them knew it but them cant do it
33,Beastie Boys,Lay It on Me,Pauls Boutique,80s,1989,1985-Jul-25,uh funky baby lay it on me now not so hard man yo ive got chinese eyes and chinese suits smokin much buddha and smokin much boots more updated on the hip hop lingo my favorite new york knick was harthorne wingo met a girl at a party and i gave her my card man you know that it said napoleon bonaparte peepin out the colors i be buggin on cezanne they call me miked joe blow the lover man well your face turns red as your glass of wine that you spilled on my lyrics as you wasted my time girl you should be with me you should drop that bum cause i got more flavor than fruit stripe gum with that big round butt of yours id like to butter your muffin im not bluffin serve you on a platter like thanksgiving stuffin stuffing stuffing stuff it buddy
34,Beastie Boys,Mike on the Mic,Pauls Boutique,80s,1989,1985-Jul-25,heres another one for yall to peep its called m i k e on the m i c see i met this girl last night with a peculiar cackle i laid the bait and then she took the tackle had too much to drink at the red lobster now the room is spinnin round like the blades of a helicopter i never met a girl that was too finicky if the press has their way then theyre going to finish me you might know this but youve never been this see if i ate spinach id be called spinach d i shed light like cats shed fur ride around town like im raymond burr im so high that they call me your highness so if you dont know me then pardon my shyness i live in the village wherever i go i walk to i keep my friends around so i have someone to talk to i play my music loud because you know its got clout to it
35,Beastie Boys,AWOL,Pauls Boutique,80s,1989,1985-Jul-25,dj hurricane when mikeds in the house whatcha gonna do i go awol adrocks in the house whatcha gonna do i go awol when mcas in the house whatcha gonna do i go awol when hurricanes in the house whatcha gonna do he goes awol cey city in the house whatcha gonna do home one whatcha gonna do captain pissy in the house whatcha gonna do dust brothers in the house whatcha gonna do mike g in the house whatcha gonna do mookies the house whatcha gonna do hollis crew whatcha gonna do jarvis in the house whatcha gonna do when killa cutty in the house whatcha gonna do jazzy jay in the house bad brains in the house original concept in the house yo good night amsterdam to all the girls all the girls
36,Beastie Boys,33 God,Pauls Boutique,80s,1989,1985-Jul-25,can you feel it can you feel it i say get up get up get up get up get up get up get up get up get up get down i know i know i know i know i know youre going to dig this its the joint whooooowhose car is that wait a minute get down just like this is your name michael diamond wohoohaayeah g g g get down
37,Beastie Boys,Dis Yourself in 89 Just Do It,Pauls Boutique,80s,1989,1985-Jul-25,hey ladies break dance hey ladies get funky all the ladies in the house the ladies the ladies hey ladies get funky girl girl girl hey ladies in the place girl girl girl hey yo ladies girl girl girl hey ladies in the place girl girl girl hey young ladies girl girl girl foxy lady girl girl girl get on your back ladies ladies ladies hey ladies get funky girls girls aint it funky now aint it funky now hey ladies break dance girl i been watchin you girls girls girls girls she thinks shes the passionate one hey ladies get funky huh good god good god damn huh good god baby baby baby is it funky brother hey hey hey hey ladies hey ladies
38,Beastie Boys,Jimmy James,Check Your Head,90s,1992,1992-Apr-21,people how you doin theres a new day dawnin for the earth mother its a brand new mornin for such a long while theres been such a longin but now the sun is shinin lets roll back the awnin move move your body this is a type of kinda like a formal dedication givin out a shout for much inspiration all i ever really want to do is get nice get loose and goof a little slice of life sendin out love to all corners of the land i jump up on the stage and take the mic in my hand im not playin the role just being who i am and if you try to dis me i couldnt give a damn cause im rockin rockin rockin rock rock rockin yeah get down rock rock rock on rock rock rock on rock rock rock on mic mic mic control mic mic mic control mic mic mic mic control yeah can you get my drift bass from the back of my car feels soothin eight bazookas is what im usin im miked and its been proven i love it when i see the party people just movin strapped on my ear goggles and what did i see but the music brought the people into harmony
39,Beastie Boys,Funky Boss,Check Your Head,90s,1992,1992-Apr-21,whoahhh ohhh funky boss funky boss funky boss funky boss funky boss funky boss get off my back funky boss funky boss funky boss funky boss funky boss funky boss get off my back what in the fuck is hap pen ning funky boss funky boss funky boss funky boss funky boss funky boss funky bald ass boss yeah thats right funky bald motherfuckers cause everywhere gonna be nowhere
40,Beastie Boys,Pass the Mic,Check Your Head,90s,1992,1992-Apr-21,goodness gracious if you can feel what im feeling then its a musical masterpiece hear what im dealing with then thats cool at least whats running through my mind comes through in my walk true feelings are shown from the way that i talk and this is me yall i emcee yall my name is mca and i still do what i please and now id like to introduce ill pass the mic to d for a fist full of truth the name is d yall and i dont play and i can rock a block party til your hair turns grey so what you sayin i explode on site im like jimmy walker im dyn o mite and now id like to pass the mic to adrock cmon and do anything you like im the a d r o c k in the place with the bass im going all the way i cant stop yall tock tick yall and if you think that youre slick youll catch a brick yall cause imma turn it in and imma turn it out but now ive got to pass the mic to yauch well on and on and on and on i cant stop yall til the early morn so rock rock yall tick tock yall a to the beat yall cmon and rock yall i give thanks for inspiration it guides my mind along the way a lot of people get jealous theyre talking about me but thats just cause they havent got a thing to say well everybody rapping like its a commercial actin like life is a big commercial so this is what ive got to say to you all be true to yourself and you will never fall and now id like to pass the mic to a so whats your name yauch my name is mca ive been coming to where i am from the get go find that i can groove with the beat when i let go so put your worries on hold get up and groove with the rhythm in your soul and now id like to pass the mic to my brother adrock cmon and shine like a light yes yes yall and yes yes yall im always on time nevertheless yall and thats right yall i shed light yall ive got no time in my life to get uptight yall so what you gonna say that i dont know already im like clyde and im rockin steady but time flies when youre having fun so miked cmon and get some mike to the d you come and see me and you pay a fee do what i do professionally to tell the truth i am exactly what i want to be now adrock and mca lets rock this joint in the old school way well im on til the crack of dawn mowing down emcees like im mowing a lawn i go off like nothing can faze me you think well ever meet stevie one of these days d but i can stand my ground and i am down to wax an emcee who acts like a clown but for now id like to ask you how you like the feel of the bass in your face in the crowd
41,Beastie Boys,Gratitude,Check Your Head,90s,1992,1992-Apr-21,good times gone and you missed them whats gone wrong in your system things they bounce like a spalding whatd you think did you miss your calling its so free this kind of feeling its like life its so appealing when youve got so much to say its called gratitude and thats right good times gone but you feed it hates grown strong you feel you need it just one thing do you know you what you think that the world owes you whats gonna set you free look inside and youll see when youve got so much to say its called gratitude and thats right
42,Beastie Boys,Lighten Up,Check Your Head,90s,1992,1992-Apr-21,lighten up gotta lighten up gotta lighten up right now gotta lighten up gotta lighten up gotta lighten up right now gotta lighten up gotta lighten up gotta lighten up right now gotta lighten up gotta lighten up gotta lighten up shine like the sun lighten up gotta lighten up gotta lighten up right now gotta lighten up gotta lighten up gotta lighten up right now gotta lighten up gotta lighten up gotta lighten up right now gotta lighten up gotta lighten up gotta lighten up shine like the sun
43,Beastie Boys,Finger Lickin Good,Check Your Head,90s,1992,1992-Apr-21,its finger lickin finger lickin good yall finger lickin a finger lickin good yall its finger lickin finger lickin good yall its finger lickin finger lickin good yall lickin lickin uh lickin lickin uh lickin lickin uh lickin lickin uh well miked whats up yo yauch whats up come on mike lets tear it up hear no evil see no evil talkin no bullshit so many damn people are so damn full of it keyboard money mark you know he aint havin it just give him some wood and hell build you a cabinet im convinced that vince is rippin me off i think its his girdle thats tippin me off well mikeds out back and hes growin onions ive got bigger buns than my man paul bunyons ive been going nuts gettin all cooped up fully hermitizing but now im getting souped up its time to turn the page to a brand new chapter settin my sights and you know what im after ill be in the paper the news with ernie ernesto theyll even print my recipe for pasta with pesto now heres another special of the day ive got more spice than the frugal gourmet its finger lickin finger lickin good yall finger lickin a finger lickin good yall its finger lickin finger lickin good yall its finger lickin finger lickin good yall lickin lickin uh lickin lickin uh lickin lickin uh lickin lickin uh well miked what you got for me show these good people what it means to be d well they call me miked with the mad man style i put the mic up to my lips and i can scream for a while created a sound at which many were shocked at ive got a million ideas that i aint even rocked yet ive got the light bulb flashing on the top of my head never wake up on the wrong side of the bed youre an idea man not a yes man with a point to make youre bound to take a stand cause im pete the puma minnie the moocher got every type of flavor or style that will suit ya you know the bass is real fat because its gotta be like that a snare on the funky tin and a taste of the hi hat finger lickin finger lickin good yall finger lickin a finger lickin good yall its finger lickin its finger lickin good yall a finger lickin a lickin lickin good yall yo yauch whats up miked whats up come on yauch lets tear it up well i could catch a groove like a flash in the dark i grab a hold of your attention like a thief in the park cause i can flip a rhyme off the tip of my tongue yeah i be switching up the rhythm like the rhymes a piece of chewing gum now i might chew but i dont bite my ideas are mine when i begin to write in my sleep ill be thinking bout beats and getting on the mic and busting some treats and sportin the crazy funky threads that youve never even seen before what im lackin from the mackin i can find at the thrift store i wont scuff nor scuffle just grin as they walk by take time to rhyme for a girl i hear talk fly down some papaya down with the revolution always wear my goggles cause theres so much pollution i can do the freak the patty duke and the spank gotta free the funky fish from the funky fish tanks ill sell my house sell my car and ill sell all my stuff im going back to new york city i do believe ive had enough whipped whipped whipped cream whipped whipped whipped cream were gonna be out of her in a minute so this one goes out to my man mario c my brother adrock cuttin it up on the turntable yeah finger lickin good yall dj hurricane is finger lickin good yall
44,Beastie Boys,So Whatcha Want,Check Your Head,90s,1992,1992-Apr-21,to mario c you cant front on that well just plug me in just like i was eddie harris youre eating crazy cheese like you would think im from paris you know i get fly you think i get high you know that im gone and im a tell you all why so tell me who are you dissing maybe im missing the reason that youre smiling or wyling so listen in my head i just want to take em down imagination set loose and im gonna shake em down let it flow like a mud slide when i get on i like to ride and glide ive got depth of perception in my text yall i get props at my mention cause i vex yall so whatcha whatcha whatcha want i get so funny with my money that you flaunt i said whered you get your information from huh you think that you can front when revelation comes well they call me miked the ever loving man im like spoonie gee im the metropolitician you scream and you holler about my chevy impala but the sweat is getting wet around the ring around your collar but like a dream im flowing without no stopping sweeter than a cherry pie with reddi whip topping going from mic to mic kickin it wall to wall well ill be calling out to people like a casting call ah well its wack when youre jacked in the back of a ride with your know with your flow when youre out getting by believe me what you see is what you get and you see me im coming off as you can bet well i think im losing my mind this time this time im losing my mind thats right i said i think im losing my mind this time this time im losing my mind yeah you cant front on that but little do you know about something that i talk about im tired of driving its due time that i walkabout but in the meantime im wise to the demise ive got eyes in the back of my head so i realize well im dr spock im here to rock yall i want you off the wall if youre playing the wall i said whatcha whatcha whatcha want i said whatcha whatcha whatcha want yall suckers write me checks and then they bounce so i reach into my pocket for the fresh amount see im the long leaner victor the cleaner im the illest motherfucker from here to gardena well im as cool as a cucumber in a bowl of hot sauce youve got the rhyme and reason but got no cause but if youre hot to trot you think youre slicker than grease ive got news for you crews youll be sucking like a leech yeah you cant front on that so whatcha whatcha whatcha want so whatcha whatcha whatcha want i said so whatcha whatcha whatcha want i said so whatcha whatcha whatcha want
45,Beastie Boys,The Biz vs The Nuge,Check Your Head,90s,1992,1992-Apr-21,one two three the beatsie boys they are they comin home they comin home oh they comin home to all their fans they are they comin home theyre comin home oh theyre comin home
46,Beastie Boys,Time for Livin,Check Your Head,90s,1992,1992-Apr-21,yeah thats right its time to set the record straight aint nobody got to spell it for me i said aint nobody got to yell that can see i said aint nobody got to pay that can hear but if i have to ill yell in your ear time for livin time for givin time for livin time for givin time for livin time for givin time for livin time for givin check this out aint nobody got to spell it for me i said aint nobody got to yell that can see i said aint nobody got to pay that can hear but if i have to ill yell in your ear soul fire soul fire and we aint got no water we dont got no water time for livin time for givin no time for makin up a monster to sell time for livin time for givin no time for makin up a monster to sell
47,Beastie Boys,Somethings Got to Give,Check Your Head,90s,1992,1992-Apr-21,i wish for peace between the races someday we shall all be one why fight yourself this one is called rectify theres something coming to the surface theres fire all around but this is all illusion ive seen better days than this one ive seen better nights than this one tension is rebuilding somethings got to give somethings got to give someday we shall all be one jesus christ were nice
48,Beastie Boys,The Blue Nun,Check Your Head,90s,1992,1992-Apr-21,our evening began in peter sichels comfortable study in his new york townhouse where the candlelight was just right the hi fi was in the background and the wine was delicious whats the secret peter naturally ill say its the wine mmmm it does go well with the chicken delicious again peter
49,Beastie Boys,Stand Together,Check Your Head,90s,1992,1992-Apr-21,i dont see things quite the same as i used to as i live my life ive got just me to be true to when i find that i dont know about just what to do i turn and look within to see what i should do now im not sure what it takes to be hip a lot of people making music that to me aint shit so i ask creation for rhymes for this jam gimme lickle solo and ill take the mic stand love vibe love vibe love vibe love vibe love vibe love vibe love vibe love vibe yeah as the earth spins into a brand new day i see the light on the horizons not fading away gonna shine from within like a bright white sun no need to hide and no place to run got the vibrations of the music bringing light to your mind so you can move and groove and feel the beat of the time sense the power in the air as it starts to move you get a real good feeling that you just cant lose love vibe contemplation time love vibe intuition time love vibe evolution time love vibe resolution time free your mind its time for good times and let yourself move its a time to shine spread your wings in the sky feelin good inside breaking fool with no need to hide i got the music cuttin through me takin control of my soul i cant hold back ive got to let go stand together its about time stand together i said its about time come on stand together i said its about time i think we should stand together
50,Beastie Boys,Pow,Check Your Head,90s,1992,1992-Apr-21,pow
51,Beastie Boys,The Maestro,Check Your Head,90s,1992,1992-Apr-21,yo paul this is al you can kiss my ass i aint interested in you anyhow im just interested in the bboys so fuck you my man yeaaaah yeah who is it who is the man comin down your block its me you see with the funk in my walk cause im doin just what i like to today is my day yeah and imma get nice too you gotta keep movin and you cant say nothing imma keep bouncin and bumpin and stuffin one thing you ought to know well i am the maestro yeah you motherfuckers im all that i see you lookin at me sayin how can he be so skinny and live so phat you know why cause im the maestro yeah you know and im move outta my way you got that i feel like rufus thomas the crown prince of dance im miked and im known for romance im the crazy baldhead with the part on the side and im riding down the block like im on a water slide cause its the type of day i feel like pressing my luck cause i got nothing to lose cause i dont give a fuck see im a player i play dont play to win i play to show yeah i am the maestro ahh yeah i need a little bit of cooperation right about now id like to find out whos favorite detective it is who is this is it mannix barnaby jones sombody say columbo mickey mulroney is it cannon barnaby jones i said that already yeah thats right yall you know i got my own shit see this aint americas most wanted this is americas most mackin thats right other people all call it my hit when i get on there is no stoppin who is this who is the man who is the man who is the man who is the man who is the man who is the man who is the man who is the man who is the man whos that the maestro who is the man what the maestro give it give it the maestro give it up the maestro all three cheers for the maestro
52,Beastie Boys,Groove Holmes,Check Your Head,90s,1992,1992-Apr-21,
53,Beastie Boys,Live at PJs,Check Your Head,90s,1992,1992-Apr-21,right now its showtime at pjs how about a great big round of applause check this out thanks for coming down tonight its nice to see all of you guys back here all of you guys alright were gonna freak this one up now were gonna get into it now well back to the back to the beat yall down with the sound so sweet yall just how fresh can you get yall those that are blessed say yes yall ima come inside and do my thing ima take off my drawers and ima let myself swing tantalize my tummy with a booboosnack but now i got to get back yeah ohhh this ones for you and you and you gonna break it down to the nitty grit im gonna tell you motherfuckers why you aint shit cause suckers like you just make me strong you be poppin that bullshit all day long im gonna bust my shoes im gonna bust my socks im gonna spread my word from standin on this box this drive through world it just aint right gonna run to joe tonys and get my hair cut nice nice yeah real nice yall well come on yall and just come on yall and just work work work work it out yall im tryin to get up so dont you get me down life i love you now give me a pound up from the fryin pan and into the fire look within and try to admire yeah whats going on yall yeah aww yeah a little bit of claps a soul clap and ima get my shit together boy aww yeah gonna gonna gonna aww yeah gonna get it together everybody gonna get it together can you can you hear me one time fo yo mind aww yeah okay thats it for the night folks its good to hear yall out there come back next week well have some sheets for ya remember on your way home if youre drivin dont drink and if you drink dont drive
54,Beastie Boys,Mark on the Bus,Check Your Head,90s,1992,1992-Apr-21,good morning time to get up and go to work i ride on the bus into the city every day i sit on my seat and i dream myself away i dream im on an island with that foxy lady too but when i awaken i must be mistaken im on third avenue wont you take me away and take away me wont you take me away and take away me yeaaah alright get off the bus youre wild man wild thats insane youre stupid you should sleep late man its just much easier on your constitution
55,Beastie Boys,Professor Booty,Check Your Head,90s,1992,1992-Apr-21,yo i dont hang out with those guys man i aint got nothing to do with those dudes wait a minute i saw your female with em too whats up with her ive been hearin that she been givin that stuff out to all them graffiti guys yo shut the fuck up chico man i could paint three of those murals for some of that ass professor whats another word for pirate treasure well i think its booty booty booty thats what it is yes i got more bounce than the fucking bump and then you want to know why because im motherfuckin truckin im in the pocket just like grady tate got supplies of beats so you dont have to wait cause im the master blaster drinking up the shasta my voice sounds sweet cause it has to so light a match to my ass cause im blowin up id like to thank the people for just showin up but now i want yall to move it put your point on the floor and just prove it and im smurfin not rehearsin gettin live yall a little puffy so you know what im doin right cause thats the kind of frame of mind im in i got this feelin that its back again so dont touch me cause im electric and if you touch me youll get shocked you got you got you got you got you got youve got the boomin system but its sloshing out doo doo you think its chocolate milk but its watered down yoo hoo ive been through many times in which i thought i might lose it the only thing that saved me has always been music weve got our own studio the son of the g its no question lifes been good to me cause life aint nothing but a good groove a good mixtape to put ya in the right mood this one goes out to my man the groove merchant coming through with beats for which ive been searching like two sealed copies of expansions im like tom vu with yachts and mansions the logo i sport is the face of the monkey union made ben davis quality its no junk see my chrome is shining just like an icicle i ride around town on my low rider bicycle so many wack emcees you get the tv bozak aint even gonna call out your names cause youre so wack and one big oaf whos faker than plastic a dictionary definition of the word spastic you should have never started something that you couldnt finish cause writin rhymes to me is like popeye to spinach im bad ass move ya fat ass cause youre wack son dancing around like you think youre janet jackson thought you could walk on me to get some ground to walk on ill put the rug out under your ass as i talk on ill take you out like a sniper on a roof like an emcee at the fever in the dj booth with your headphones strapped youre rockin rewindpause tryin to figure out what you can do to go for yours but like a pencil to the paper i got more to come one after another you can all get some so you better take your time and meditate on your rhyme cause your shitll be stinkin when i go for mine and thats right yall dont get uptight yall you cant say shit because youre biting what i write yall and thats wrong yall over the long haul you cant cut the mustard when youre fronting it all
56,Beastie Boys,In 3s,Check Your Head,90s,1992,1992-Apr-21,one two three four
57,Beastie Boys,Namasté,Check Your Head,90s,1992,1992-Apr-21,mmmm yeah a butterfly floats on the breeze of a sun lit day as i feel this reality gently fade away riding on a thought to see where its from gliding through a memory of a time yet to come smoke paints the air swirling images through my mind like a whirlpool spin beginning to unwind and i stand at the edge cautiously awaiting as time slips by carefully navigating by the stars in the sky and i sit and i think to myself and on the horizon the sun light begins to climb and it seems like its been so long since he shined but im sure it was only yesterday a cold chill of fear cut through me i felt my heart contract to my mind i brought the image of light and i expanded out of it my fear was just a shadow and then a voice spoke in my head and she said dark is not the opposite of light its the absence of light and i thought to myself she knows what shes talking about and for a moment i knew what it was all about
58,Beastie Boys,Dub the Mic,Check Your Head,90s,1992,1992-Apr-21,now adrock and mca so miked so miked miked mike ike rock rock on rock on rock
